@relation sentiment

@attribute first_person_pronouns numeric
@attribute second_person_pronouns numeric
@attribute third_person_pronouns numeric
@attribute coordinating_conjunctions numeric
@attribute past_tense_verbs numeric
@attribute future_tense_verbs numeric
@attribute commas numeric
@attribute colons numeric
@attribute dashes numeric
@attribute parantheses numeric
@attribute ellipses numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverbs numeric
@attribute wh_words numeric
@attribute slang_acronyms numeric
@attribute upper_case_words numeric
@attribute sentence_length numeric
@attribute token_length numeric
@attribute number_sentences numeric
@attribute class {0, 4}

@data
0,0,0,2,0,0,0,1,0,0,0,6,0,0,0,0,12,15.0,5.0,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.0,3.75,1,0
1,0,0,0,1,0,0,0,0,0,0,4,1,2,0,1,0,11.5,4.22727272727,2,0
1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,8.5,4.23529411765,2,0
1,1,1,0,2,0,1,0,0,0,0,4,0,1,0,0,0,21.0,4.36842105263,1,0
0,0,1,0,1,0,0,0,0,0,1,5,2,3,0,0,0,12.5,4.08333333333,2,0
2,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,12.0,3.66666666667,1,0
0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,8.0,4.14285714286,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,4.33333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,10.0,4.1,1,0
1,3,1,0,1,1,0,1,0,0,0,6,0,1,0,0,0,17.0,3.71428571429,2,0
2,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,9.0,4.17647058824,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3.0,5.33333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,8.0,4.25,1,0
1,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,17.0,4.46666666667,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6.0,3.90909090909,2,0
0,0,0,0,0,0,0,0,0,2,0,6,2,0,1,0,1,20.0,3.94117647059,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,16.0,3.93333333333,1,0
2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,11.0,3.72727272727,1,0
0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,8.0,4.85714285714,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,7.0,1,0
1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,6.75,4.20833333333,4,0
0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,8.0,4.42857142857,1,0
2,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,7.0,4.91666666667,2,0
5,0,3,2,0,0,0,0,0,0,1,4,1,2,0,2,0,12.0,2.84375,3,0
1,1,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,9.0,5.0,1,0
1,0,1,0,1,0,0,0,0,0,0,5,0,1,0,0,0,6.0,4.3125,3,0
0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.0,4.375,3,0
2,0,0,0,0,1,1,0,0,0,2,4,0,2,1,0,0,7.66666666667,4.33333333333,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,3.88888888889,2,0
0,2,0,0,0,0,0,1,0,1,0,6,0,1,0,0,0,10.5,4.5,2,0
2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,10.0,2.9,1,0
2,3,1,1,0,0,0,0,0,0,0,8,0,3,0,2,0,10.3333333333,3.88888888889,3,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6.0,3.0,1,0
0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,6.5,4.63636363636,2,0
1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,8.0,3.5625,2,0
2,0,0,0,1,0,0,1,0,0,0,5,0,2,0,0,0,12.0,4.66666666667,2,0
2,0,1,1,2,0,0,0,0,0,0,4,0,5,0,0,0,13.0,3.45833333333,2,0
2,0,0,1,1,0,1,0,0,0,0,4,0,0,0,0,0,16.0,4.46666666667,1,0
0,0,1,0,0,0,0,0,0,0,0,11,0,2,0,0,1,7.33333333333,4.14285714286,3,0
2,1,0,0,1,0,1,0,0,0,0,2,1,0,0,0,1,12.0,4.5,1,0
0,0,1,1,0,0,1,0,0,0,0,3,1,0,0,0,0,17.0,5.86666666667,1,0
2,0,2,3,1,0,0,1,0,0,0,8,0,0,0,0,0,6.8,3.7037037037,5,0
1,0,2,1,2,0,1,0,0,0,0,3,0,5,0,1,0,12.0,4.9,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,8.0,3.0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,3.2,1,0
0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,11.0,5.33333333333,1,0
2,0,1,0,0,0,0,0,0,0,2,3,1,3,0,0,1,5.75,3.31578947368,4,0
1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,8.0,4.25,1,0
1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,7.0,3.16666666667,1,0
2,1,1,0,1,0,2,0,0,0,0,7,1,3,1,1,1,18.5,3.5,2,0
1,0,0,0,1,0,1,0,0,0,0,6,0,1,0,0,0,10.0,4.05555555556,2,0
1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,11.0,3.90476190476,2,0
0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,7.0,4.27272727273,2,0
2,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,19.0,3.76470588235,1,0
0,0,0,0,0,0,0,0,1,0,0,9,0,1,0,0,0,8.33333333333,4.04545454545,3,0
3,1,0,0,1,0,0,0,0,0,0,4,0,2,0,1,0,8.0,3.72727272727,3,0
5,1,1,0,3,0,0,0,0,0,0,9,0,1,1,1,0,12.5,4.0,2,0
2,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,27.0,3.7037037037,1,0
1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,8.5,4.53846153846,2,0
1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,9.0,3.55555555556,1,0
1,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0,20.0,5.11111111111,1,0
0,0,0,0,3,0,0,0,1,0,0,7,0,1,0,0,0,12.0,4.28571428571,2,0
0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,5.66666666667,4.76923076923,3,0
1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,11.0,3.36363636364,1,0
1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3.5,4.28571428571,2,0
1,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,16.0,4.07142857143,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,3.83333333333,1,0
1,1,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,6.33333333333,4.4375,3,0
1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,15.0,4.76923076923,1,0
2,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,9.33333333333,4.125,3,0
1,0,0,0,0,0,1,0,1,0,0,4,0,1,0,0,0,18.0,4.1875,1,0
1,0,0,0,0,0,0,1,0,1,0,5,0,2,0,0,0,7.0,4.16666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7.0,3.85714285714,1,0
1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,7.0,3.0,1,0
2,0,2,0,0,0,1,0,0,0,0,9,0,3,0,0,0,11.5,4.0,2,0
1,0,0,0,0,0,1,0,0,0,0,5,2,2,1,0,0,12.0,4.19047619048,2,0
0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4.0,6.6,2,0
0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,1,1,13.0,4.69230769231,1,0
0,0,1,1,1,0,0,0,0,0,0,6,0,1,0,0,0,6.33333333333,4.0,3,0
0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,13.0,4.5,1,0
1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,9.0,4.22222222222,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.0,5.0,1,0
3,0,2,0,1,0,1,0,1,0,0,2,0,5,0,0,0,22.0,3.73684210526,1,0
3,0,1,2,0,0,0,0,0,0,0,6,1,3,0,0,0,9.33333333333,3.24,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,6.5,1,0
2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9.0,3.52941176471,2,0
0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10.0,4.3,1,0
1,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,10.0,4.22222222222,1,0
0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,14.0,3.71428571429,1,0
2,0,0,0,0,0,0,0,2,0,0,6,1,2,0,0,0,7.33333333333,3.76470588235,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,5.0,1,0
0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,8.0,4.0,1,0
0,0,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0,13.0,3.15384615385,1,0
0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,9.0,4.875,1,0
2,0,0,1,0,0,0,0,0,0,0,4,2,0,1,0,0,22.0,3.95454545455,1,0
0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,7.0,4.8,1,0
2,0,1,2,2,1,0,0,0,0,0,9,2,0,0,0,1,29.0,3.65517241379,1,0
2,0,0,0,0,0,0,0,0,0,1,7,0,3,0,0,0,22.0,4.0,1,0
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8.5,3.46666666667,2,0
1,0,0,1,0,1,1,0,0,0,0,4,0,3,0,0,0,20.0,3.66666666667,1,0
1,0,0,2,0,0,2,0,0,0,0,1,0,3,1,0,0,20.0,3.17647058824,1,0
0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6.0,4.0,1,0
0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.0,3.85714285714,2,0
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,8.0,4.5,1,0
3,0,2,1,2,0,1,0,0,0,0,6,0,1,0,1,2,8.0,3.39285714286,4,0
2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6.5,3.72727272727,2,0
0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,6.0,4.4,1,0
0,0,0,0,1,0,0,0,0,0,0,6,2,2,0,0,0,10.0,4.5,2,0
1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,8.0,3.875,1,0
0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,7.0,5.14285714286,1,0
1,1,1,1,2,0,0,0,0,0,0,5,0,1,0,1,0,7.33333333333,3.73684210526,3,0
1,0,1,2,2,0,1,0,1,0,0,5,0,3,0,0,1,7.0,3.63636363636,4,0
2,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,13.5,4.11538461538,2,0
1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,5.5,4.0,2,0
3,0,1,0,0,0,1,0,0,0,0,8,1,1,0,1,2,6.75,3.36363636364,4,0
0,1,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,6.5,4.5,2,0
0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,4.0,4.11111111111,3,0
2,2,2,0,1,0,0,0,1,0,1,6,0,0,0,0,0,7.33333333333,3.38888888889,3,0
2,0,0,2,3,0,2,0,0,2,1,7,0,2,0,0,0,14.0,4.45454545455,2,0
1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5.0,3.5,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,3.33333333333,1,0
1,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,1,13.0,3.92307692308,1,0
2,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,10.0,3.77777777778,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,6.33333333333,1,0
4,0,1,0,4,0,1,0,0,0,0,4,0,1,0,0,0,19.0,3.66666666667,1,0
0,0,3,0,1,0,0,0,0,0,0,6,0,0,0,0,0,11.5,4.14285714286,2,0
2,0,1,1,2,0,0,0,0,0,0,3,0,0,0,0,0,12.0,3.83333333333,1,0
1,1,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,7.5,3.76923076923,2,0
2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,8.0,4.375,1,0
3,1,1,0,2,0,0,0,1,0,0,6,0,2,2,0,0,10.6666666667,3.51851851852,3,0
2,0,0,0,1,0,1,0,0,0,0,12,0,3,0,0,0,10.6666666667,3.53571428571,3,0
1,0,1,2,1,0,0,0,0,0,1,3,0,1,0,0,0,16.0,3.8,1,0
0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,5.5,3.22222222222,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,3.5,1,0
0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0,0,4.0,4.0,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,2.0,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,2.5,1,0
1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,9.0,4.25,1,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6.0,2.2,1,0
2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10.0,3.8,1,0
3,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,14.0,3.07692307692,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,2.6,1,0
1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7.0,3.57142857143,1,0
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,8.0,3.73333333333,2,0
3,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,1,17.0,4.29411764706,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,3.8,1,0
3,0,0,1,0,0,1,0,0,0,0,5,0,3,0,1,0,15.0,3.57142857143,2,0
0,0,0,2,0,0,0,0,0,0,0,3,0,2,1,0,1,21.0,3.45,1,0
1,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0,1,14.0,4.33333333333,2,0
4,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7.0,3.07692307692,2,0
0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,4.0,6.14285714286,2,0
1,0,1,0,2,0,0,0,0,2,0,4,0,1,0,0,1,10.5,3.66666666667,2,0
0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,18.0,3.47058823529,1,0
0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,7.0,4.5,1,0
1,0,6,1,3,0,0,0,0,0,0,5,0,0,0,0,0,27.0,3.40740740741,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,11.0,4.0,1,0
1,0,1,0,1,0,0,0,0,0,0,4,0,3,0,0,0,7.66666666667,4.05,3,0
2,0,0,2,0,0,2,0,0,0,0,6,0,1,0,0,0,14.5,3.84,2,0
1,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,5.0,5.33333333333,4,0
1,1,0,1,2,0,0,0,0,0,0,5,0,1,2,0,1,18.0,4.44444444444,1,0
1,0,1,0,1,0,2,0,0,0,1,2,0,1,2,0,0,17.0,3.92307692308,1,0
1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7.0,3.57142857143,1,0
1,0,0,0,0,1,0,0,1,0,0,12,0,1,0,0,0,27.0,4.375,1,0
2,2,0,1,0,0,1,0,0,0,0,5,0,1,0,0,0,20.0,4.64705882353,1,0
1,0,0,1,1,0,0,0,0,0,2,12,0,3,0,2,0,18.0,3.18181818182,2,0
3,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,8.5,4.2,2,0
0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,1,6.0,4.45454545455,2,0
0,0,1,1,1,0,0,0,0,2,0,7,0,1,0,0,0,7.66666666667,4.15789473684,3,0
0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,9.0,5.22222222222,1,0
0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,11.0,3.22222222222,1,0
2,0,1,1,0,0,0,0,1,0,0,5,0,3,0,1,0,14.5,3.76,2,0
2,1,0,1,3,0,1,1,1,1,0,6,0,2,0,1,0,7.5,4.45454545455,4,0
1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,7.0,5.0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,4.6,2,0
0,0,0,0,1,0,4,0,0,0,0,8,0,4,0,0,1,25.0,5.1,1,0
1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5.5,3.6,2,0
2,1,2,1,0,1,1,0,0,0,0,8,0,3,0,0,0,32.0,3.45161290323,1,0
7,0,1,1,1,0,0,0,0,0,0,4,0,2,0,0,0,14.5,3.46428571429,2,0
1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,4.5,4.26666666667,4,0
1,0,2,1,0,0,0,0,0,0,0,4,0,1,0,1,0,22.0,3.9,1,0
1,0,0,1,0,0,0,1,0,0,0,5,0,1,0,0,0,15.0,3.78571428571,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8.0,5.125,1,0
0,0,1,0,1,0,0,0,0,0,0,4,1,1,0,0,0,15.0,5.35714285714,1,0
0,0,0,1,0,1,2,0,0,0,1,1,1,0,0,0,1,6.5,4.11111111111,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,6.0,1,0
1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,8.0,5.14285714286,1,0
1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,7.5,4.53846153846,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,7.5,3.84615384615,2,0
2,0,1,0,0,0,0,1,0,0,0,8,0,1,0,0,1,6.66666666667,4.5,3,0
0,0,1,1,0,0,0,0,0,0,0,6,1,1,0,0,0,8.0,4.86363636364,3,0
1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,12.0,2.75,1,0
2,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,4.8,4.05263157895,5,0
1,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,11.0,3.5,1,0
2,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,14.0,4.41666666667,1,0
1,0,3,2,2,0,0,0,1,0,0,5,2,3,0,0,0,11.0,3.77777777778,3,0
1,1,1,0,0,0,0,0,0,0,1,2,0,1,0,1,0,9.5,3.64705882353,2,0
4,0,0,0,0,0,0,0,1,0,0,7,0,2,0,0,0,8.66666666667,3.82608695652,3,0
1,0,0,1,1,0,1,0,0,0,0,5,0,1,0,0,0,21.0,4.42105263158,1,0
2,0,0,0,0,0,2,0,0,0,0,10,0,2,0,0,0,25.0,4.17391304348,1,0
0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,12.0,6.27272727273,1,0
1,0,1,3,0,0,0,0,0,0,0,8,1,2,0,0,0,6.75,4.39130434783,4,0
2,1,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,5.5,4.33333333333,2,0
1,0,1,0,0,0,0,0,0,0,0,4,0,1,0,1,0,12.0,3.36363636364,1,0
0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,16.0,4.66666666667,1,0
1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,6.0,5.2,1,0
3,0,1,1,0,0,0,0,0,0,0,8,0,4,0,0,0,29.0,4.0,1,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7.0,3.85714285714,1,0
0,0,2,0,0,0,2,0,0,0,1,2,0,2,0,0,0,9.0,5.14285714286,2,0
0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,3.0,1,0
2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,14.0,3.92307692308,1,0
1,1,0,0,2,0,1,0,0,0,0,9,5,2,0,1,1,10.6666666667,3.34482758621,3,0
0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,9.0,3.11111111111,1,0
0,0,0,0,0,0,2,0,1,0,1,6,0,2,0,1,0,8.5,4.23076923077,2,0
3,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,9.5,3.35294117647,2,0
0,1,0,0,1,1,0,0,0,0,0,7,0,0,0,0,1,8.0,3.86666666667,2,0
0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,11.0,3.9,1,0
1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,4.5,4.29411764706,4,0
0,0,0,1,1,0,0,0,0,0,0,7,1,0,0,0,0,7.0,3.07692307692,2,0
0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,12.0,2.81818181818,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.0,4.75,1,0
2,2,0,3,0,0,1,0,0,0,0,7,0,2,0,2,1,7.25,4.0,4,0
0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,10.0,4.375,1,0
0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,14.0,4.23076923077,1,0
1,0,1,1,0,0,1,0,0,0,0,3,0,1,0,0,1,8.5,3.85714285714,2,0
1,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,14.0,3.28571428571,1,0
1,1,1,0,0,1,0,1,0,0,0,9,0,0,0,0,1,8.5,4.33333333333,2,0
1,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,15.0,3.07142857143,1,0
1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,6.5,4.0,2,0
2,0,1,0,0,0,0,0,1,0,0,6,2,1,1,0,1,9.33333333333,4.45833333333,3,0
0,0,0,0,0,0,0,0,0,1,0,6,4,1,0,0,0,5.2,3.4,5,0
0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,1,14.0,3.78571428571,1,0
1,0,1,1,0,0,1,0,0,0,0,7,1,2,0,0,1,15.0,3.55555555556,2,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,5.16666666667,1,0
0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,8.0,4.85714285714,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,4.5,1,0
1,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,4.0,4.4,3,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3.0,5.5,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,4.5,1,0
0,0,0,2,0,0,0,0,0,0,1,3,0,1,0,0,2,5.66666666667,4.28571428571,3,0
0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,9.0,4.0,2,0
2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,15.0,3.0,1,0
3,2,1,1,0,0,1,0,0,0,0,6,0,0,0,2,0,23.0,3.68181818182,1,0
0,1,0,1,0,0,0,0,0,0,1,6,0,2,0,0,0,7.5,4.58333333333,2,0
0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,11.0,4.875,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6.0,5.83333333333,1,0
