@relation sentiment

@attribute first_person_pronouns numeric
@attribute second_person_pronouns numeric
@attribute third_person_pronouns numeric
@attribute coordinating_conjunctions numeric
@attribute past_tense_verbs numeric
@attribute future_tense_verbs numeric
@attribute commas numeric
@attribute colons numeric
@attribute dashes numeric
@attribute parantheses numeric
@attribute ellipses numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverbs numeric
@attribute wh_words numeric
@attribute slang_acronyms numeric
@attribute upper_case_words numeric
@attribute sentence_length numeric
@attribute token_length numeric
@attribute number_sentences numeric
@attribute class {0, 4}

@data
4,0,1,0,1,0,1,0,0,0,0,12,0,1,0,0,1,10.6666666667,3.67857142857,3,0
3,0,1,0,2,0,0,0,0,0,0,8,0,0,0,0,0,13.0,4.16,2,0
0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,8.0,5.0,1,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,4.33333333333,1,0
0,2,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,8.0,4.4,2,0
2,2,2,1,6,0,0,1,0,0,0,5,2,0,2,0,0,33.0,3.35483870968,1,0
2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9.0,3.11111111111,1,0
0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,6.0,6.2,1,0
2,0,0,1,2,0,0,0,0,0,0,2,1,0,1,0,0,15.0,3.73333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4.0,6.5,1,0
0,0,1,0,0,0,0,0,0,0,0,4,0,1,1,1,1,8.0,3.25,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5.0,5.0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,4.75,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,5.2,1,0
0,0,5,0,1,0,0,0,0,0,1,3,0,2,0,0,0,12.5,4.5,2,0
2,0,1,1,1,0,0,0,0,0,0,4,0,2,1,0,0,26.0,4.2,1,0
2,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,8.0,3.53333333333,2,0
1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,7.5,3.55555555556,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,4.2,1,0
2,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,19.0,4.52631578947,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.0,3.6,1,0
2,0,1,1,0,0,0,0,0,0,1,4,3,2,0,1,0,26.0,3.76,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.0,5.5,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3.0,3.33333333333,1,0
4,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,21.0,3.66666666667,1,0
1,0,0,0,1,0,0,0,4,0,0,5,2,2,0,1,0,29.0,4.04,1,0
3,0,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,10.0,4.0,2,0
0,0,0,0,0,1,0,0,0,0,0,3,0,5,0,0,0,4.75,4.26666666667,4,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8.0,3.5,1,0
1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,8.0,3.57142857143,1,0
0,0,0,0,0,0,0,1,0,0,0,5,3,1,0,0,0,11.5,4.52631578947,2,0
1,0,0,1,1,0,1,0,0,0,0,2,0,1,0,0,0,6.5,3.9,2,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.5,4.2,2,0
1,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,20.0,4.16666666667,1,0
3,0,0,0,2,0,0,0,0,0,0,6,1,0,1,1,0,6.0,3.5625,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6.5,4.75,2,0
1,0,2,2,0,1,0,0,0,0,0,8,0,1,1,1,0,13.5,3.23076923077,2,0
4,0,0,2,0,0,2,0,0,2,0,11,0,0,0,0,0,32.0,3.37037037037,1,0
2,0,0,1,0,0,0,0,1,0,0,8,0,2,0,0,0,13.0,4.25,2,0
1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,11.0,4.36363636364,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,4.33333333333,1,0
2,0,1,0,0,0,1,0,0,0,0,11,1,2,1,0,0,10.3333333333,3.64285714286,3,0
1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,12.0,3.58333333333,1,0
3,0,2,2,0,0,1,0,0,0,0,6,0,1,0,0,0,22.0,3.7619047619,1,0
1,0,0,2,0,0,1,0,0,0,0,3,2,2,0,0,0,16.0,6.13333333333,1,0
2,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,9.0,4.04,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,3.0,1,0
2,0,1,1,0,0,0,0,0,0,0,5,2,1,1,0,0,12.0,3.95652173913,2,0
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5.5,3.66666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,5.0,1,0
4,0,0,0,1,0,1,0,0,0,0,6,0,1,0,0,0,5.75,4.21052631579,4,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5.0,4.2,1,0
2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,4.33333333333,3.63636363636,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.25,1,0
1,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,10.0,3.5625,2,0
1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,3.5,4.66666666667,4,0
0,1,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,7.5,5.16666666667,2,0
0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,10.0,4.85714285714,1,0
0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,2,9.33333333333,4.375,3,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12.0,3.27272727273,1,0
2,0,2,1,0,0,0,0,0,0,1,3,0,2,1,0,0,29.0,3.67857142857,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,9.0,4.125,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,9.5,1,0
2,0,1,1,1,0,0,0,0,0,0,5,0,2,0,0,1,15.0,4.78571428571,1,0
0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,5,14.0,3.30769230769,1,0
1,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,4.66666666667,4.36363636364,3,0
2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,9.0,4.625,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,12.0,5.6,1,0
1,0,0,2,4,0,1,0,1,0,0,8,2,1,0,0,1,27.0,4.4,1,0
1,0,0,0,1,0,0,0,0,0,0,3,0,2,0,1,0,15.0,3.14285714286,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5.66666666667,5.6,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.0,6.0,1,0
4,0,1,1,0,0,0,0,0,0,0,5,0,3,1,0,0,9.33333333333,2.95833333333,3,0
0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,8.0,4.57142857143,2,0
0,0,0,1,0,0,2,0,0,0,0,5,2,1,0,0,0,18.0,4.26666666667,1,0
0,0,0,1,0,0,0,0,0,0,1,8,0,2,0,0,0,4.8,4.4,5,0
3,0,2,1,2,0,1,0,0,0,0,3,0,7,0,0,0,13.5,4.33333333333,2,0
1,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,8.0,5.375,1,0
1,0,1,1,0,0,0,0,0,0,1,5,0,1,0,0,0,13.0,5.41666666667,1,0
1,0,1,1,0,0,1,0,0,0,0,5,0,4,0,0,0,18.0,4.76470588235,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,8.0,4.5,1,0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,6.0,4.16666666667,1,0
3,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,17.0,3.8125,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7.0,3.71428571429,1,0
1,1,1,0,0,0,0,0,0,0,0,6,1,2,0,0,0,10.5,3.68421052632,2,0
1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6.0,4.6,1,0
2,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,7.5,3.30769230769,2,0
2,0,0,1,0,0,1,0,0,0,0,4,0,1,0,0,0,6.33333333333,3.6875,3,0
2,0,0,0,1,0,1,0,0,0,0,4,0,2,0,0,0,9.5,3.375,2,0
0,0,2,0,1,0,0,0,0,0,1,1,0,3,0,0,0,6.5,4.3,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,6.0,5.45454545455,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,5.0,1,0
4,1,0,1,0,0,4,0,0,2,0,11,1,0,0,0,0,27.0,3.04761904762,1,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5.0,4.66666666667,1,0
0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,13.0,4.07692307692,1,0
1,1,2,0,0,0,2,0,0,0,0,4,0,2,0,0,0,26.0,3.91304347826,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9.0,3.625,1,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4.0,3.5,2,0
3,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,1,10.5,3.77777777778,2,0
0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,4.5,3.875,2,0
0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,14.0,4.78571428571,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,4.0,1,0
3,1,1,2,2,0,1,1,0,1,0,4,1,1,0,0,0,29.0,4.0,1,0
0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,7.0,4.81818181818,2,0
1,1,1,0,0,0,1,0,0,2,0,5,1,1,1,0,0,13.0,4.66666666667,2,0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,14.0,3.46153846154,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.0,3.33333333333,1,0
0,0,0,0,0,0,0,0,0,0,3,3,3,1,0,0,0,3.5,4.45454545455,4,0
0,1,0,0,2,0,0,0,0,0,0,9,0,2,0,1,0,13.5,4.0,2,0
1,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,10.0,5.2,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,7.0,1,0
1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6.0,5.0,1,0
0,0,0,0,0,0,2,0,1,0,0,13,1,2,0,0,0,13.5,4.82608695652,2,0
0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,9.0,5.125,1,0
0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,8.0,4.33333333333,2,0
2,1,0,2,1,0,3,0,0,0,0,7,1,0,1,1,0,22.0,3.05263157895,1,0
5,0,1,1,0,0,2,0,0,0,1,4,0,1,1,0,1,13.0,3.17391304348,2,0
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5.0,3.2,1,0
3,1,1,1,0,0,0,0,0,0,0,13,0,2,0,1,0,13.5,3.32,2,0
0,0,0,1,0,0,0,1,0,1,0,10,1,2,0,1,1,8.33333333333,3.85714285714,3,0
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4.0,4.57142857143,2,0
1,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,17.0,3.64705882353,1,0
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5.0,3.6,1,0
1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,6.5,3.90909090909,2,0
1,0,0,1,0,1,0,1,0,0,0,4,2,0,0,0,0,10.0,4.0,2,0
1,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,9.33333333333,4.36,3,0
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,4.8,2,0
0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,5.0,4.55555555556,2,0
2,0,0,1,2,0,2,0,0,0,0,3,0,0,0,0,0,17.0,4.2,1,0
3,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,21.0,3.75,1,0
1,0,0,1,1,0,0,0,0,0,0,9,0,3,0,0,0,29.0,4.0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.5,3.22222222222,2,0
0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,11.0,4.27272727273,1,0
1,0,0,1,0,0,0,0,0,0,2,6,0,1,0,0,0,11.5,3.61904761905,2,0
1,0,0,1,1,0,0,0,0,0,0,4,0,2,0,0,0,18.0,3.16666666667,1,0
4,0,0,1,1,0,0,0,0,0,2,7,3,0,0,0,0,7.25,3.08333333333,4,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,7.5,1,0
0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.0,4.66666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,8.5,4.6875,2,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,4.0,1,0
2,0,1,1,0,1,1,0,0,0,1,5,0,1,0,0,0,26.0,3.91666666667,1,0
1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,7.0,4.83333333333,1,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,7.0,3.71428571429,1,0
3,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,12.0,3.4,1,0
1,0,0,0,0,0,0,0,0,0,1,5,1,2,0,0,0,15.0,4.46153846154,1,0
0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,11.0,4.2,2,0
1,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,5.66666666667,4.0,3,0
2,1,1,0,0,0,0,0,0,0,0,8,0,1,1,0,0,11.5,3.81818181818,2,0
1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,12.0,4.09090909091,1,0
0,0,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,15.0,3.8,1,0
2,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,9.0,4.64705882353,2,0
2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.0,3.33333333333,1,0
0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,3.5,1,0
2,0,1,0,2,0,0,0,0,1,0,6,0,0,1,0,0,7.5,4.12,4,0
1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,12.0,3.63636363636,1,0
3,0,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,10.0,4.0,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6.5,4.33333333333,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5.5,4.3,2,0
3,0,0,0,1,0,1,0,1,2,0,8,1,1,0,1,0,17.5,3.78571428571,2,0
3,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,9.0,3.33333333333,1,0
0,0,0,0,0,0,1,0,0,0,1,9,0,3,0,0,0,12.0,4.71428571429,2,0
0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,8.0,4.0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,4.0,1,0
0,3,0,0,1,0,0,0,0,0,0,4,5,0,1,2,0,5.75,3.84210526316,4,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,4.75,1,0
0,0,2,1,0,0,1,0,0,0,0,5,2,2,0,0,0,13.5,4.4,2,0
0,0,0,1,0,0,3,0,1,0,0,12,3,1,0,0,1,17.5,3.81481481481,2,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.0,4.66666666667,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,8.0,3.75,1,0
1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,14.0,4.92857142857,1,0
2,0,0,1,1,0,0,0,0,0,0,3,2,1,0,0,1,6.0,3.4375,3,0
0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,13.0,4.66666666667,1,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.0,4.0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3.0,5.0,1,0
0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,6.0,4.125,3,0
2,0,2,1,1,0,0,1,0,0,0,5,1,1,0,0,0,20.0,3.44444444444,1,0
1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,14.0,5.18181818182,1,0
1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,17.0,3.47058823529,1,0
2,0,0,1,1,0,0,0,0,0,1,7,1,1,0,0,0,11.5,4.2380952381,2,0
0,0,0,1,1,0,0,0,0,0,0,6,2,1,0,0,0,8.5,3.76470588235,2,0
1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,10.0,3.77777777778,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,6.33333333333,1,0
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.0,5.0,2,0
2,0,0,0,0,0,1,0,0,0,0,3,0,1,1,1,0,8.5,3.85714285714,2,0
0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,7.0,5.16666666667,2,0
0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,4.27272727273,2,0
1,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,5.5,5.0,2,0
0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,18.0,4.25,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.0,6.0,1,0
0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3.0,6.0,1,0
0,0,1,1,1,0,0,0,1,0,0,0,0,2,1,0,0,9.0,4.33333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,5.33333333333,1,0
2,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,6.0,3.0625,3,0
2,0,0,0,0,0,2,0,0,0,0,10,0,1,0,0,0,19.0,5.05882352941,1,0
1,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,18.0,3.38888888889,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,1,0
4,0,1,0,0,0,0,0,0,0,0,12,1,2,2,0,0,31.0,3.5,1,0
1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,5.0,4.125,2,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.0,4.28571428571,2,0
0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,8.0,4.71428571429,1,0
2,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,6.0,4.0625,3,0
0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,10.0,4.0,1,0
1,0,1,2,0,0,2,0,0,0,0,7,0,1,1,0,0,23.0,3.90476190476,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4.0,5.75,1,0
0,0,0,0,1,0,1,0,0,0,0,4,0,1,0,0,0,13.0,3.58333333333,1,0
0,0,0,1,1,0,1,0,0,0,0,5,0,0,0,0,0,13.0,5.66666666667,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.5,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6.0,5.66666666667,1,0
1,2,0,0,0,0,2,0,1,0,0,4,0,1,0,1,0,20.0,4.23529411765,1,0
3,0,4,1,1,0,1,0,0,0,0,10,0,1,0,0,4,8.25,3.57142857143,4,0
1,0,0,0,1,0,0,0,0,0,0,6,2,2,0,1,1,18.0,3.75,1,0
3,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,13.0,2.75,1,0
3,0,1,1,1,1,0,0,0,0,0,5,0,2,0,0,0,14.0,3.84,2,0
1,0,0,0,2,0,1,0,0,0,0,6,0,0,0,0,0,14.0,3.58333333333,1,0
1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,2.83333333333,1,0
2,1,0,1,2,0,0,0,0,0,0,9,0,2,0,1,0,11.0,4.65,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,8.0,1,0
0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,7.5,3.69230769231,2,0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4.0,4.16666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,4.2,1,0
2,0,0,1,2,0,0,0,0,0,0,6,0,1,1,0,0,21.0,4.3,1,0
3,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,8.5,4.0,2,0
0,1,1,1,0,0,1,0,0,0,0,4,0,1,0,0,1,13.0,3.75,1,0
2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,9.0,4.77777777778,1,0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,3.28571428571,1,0
3,0,5,1,3,0,0,0,0,0,0,8,0,2,0,0,0,10.0,3.60714285714,3,0
1,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,9,10.0,4.2,1,0
1,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,0,4.0,3.8,3,0
0,0,1,1,1,0,0,0,0,0,1,8,0,1,1,1,1,5.5,4.05263157895,4,0
1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3.5,4.5,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4.5,5.0,2,0
0,0,0,1,0,0,0,0,0,0,0,3,0,2,1,1,0,6.5,3.63636363636,2,0
3,0,0,1,0,0,2,0,0,0,0,8,0,0,0,0,0,19.0,3.375,1,0
2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,9.0,4.0,1,0
2,0,2,1,1,0,1,0,0,0,0,7,0,3,1,0,0,28.0,3.62962962963,1,0
1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,13.0,4.07692307692,1,0
2,0,1,0,0,0,0,0,1,0,0,10,0,1,0,0,0,27.0,3.48,1,0
1,0,2,0,0,0,1,0,0,0,0,3,0,2,0,1,0,20.0,4.22222222222,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8.0,3.375,1,0
1,1,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,7.0,4.28571428571,2,0
1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,5.0,3.11111111111,2,0
0,0,0,0,1,0,0,0,0,2,0,9,0,4,0,0,0,14.0,3.88,2,0
1,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,1,17.0,4.21428571429,1,0
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,9.0,4.22222222222,1,0
2,0,0,0,0,0,0,0,0,2,0,4,1,1,0,0,0,6.66666666667,4.6,3,0
